as_of,ticker,name,sector,industry,currency,quote_type,price,market_cap,shares_outstanding,pe_trailing,pe_forward,pbv,eps_ttm,book_value_per_share,roe,roa,profit_margin,operating_margin,earnings_growth,revenue_growth,debt_to_equity,current_ratio,free_cashflow,total_cash,total_debt,dividend_yield,payout_ratio,five_year_avg_dividend_yield,provider,provider_version,schema_version
2026-09-22,SAMF,"PT Saraswanti Anugerah Makmur, Tbk",Basic Materials,Agricultural Inputs,IDR,EQUITY,312.0,3198000037888,10250000000,11.6679,,1.733,26.74,180.04,0.17082,0.07332,0.06247,0.09664,0.431,0.475,79.325,1.465,-300808929280,151604035584,1509985353728,3.39,0.3925,4.24,yfinance,0.2.65,1
2026-09-22,SCMA,PT Surya Citra Media Tbk,Communication Services,Broadcasting,IDR,EQUITY,178.0,11303836975104,63504703280,11.4543,11.8746,1.7901,15.54,99.44,0.13564,0.07462,0.13875,0.16166,0.369,0.062,10.278,2.447,575412961280,1788211757056,760262885376,11.54,1.3505,3.26,yfinance,0.2.65,1
2026-09-22,SDRA,PT Bank Woori Saudara Indonesia 1906 Tbk,Financial Services,Banks - Regional,IDR,EQUITY,206.0,3026591154176,14692189889,,,0.2715,-37.42,758.64,-0.04413,-0.01024,-1.01281,0.23622,,0.004,,,,2265490915328,7493406162944,3.2,0.0,3.55,yfinance,0.2.65,1
2026-09-22,SFAN,PT Surya Fajar Capital Tbk,Financial Services,Asset Management,IDR,EQUITY,2000.0,2719868256256,1359934021,,,28.475,-14.07,70.24,-0.17058,-0.1035,-2.51619,10.56574,,,44.825,4.576,-15515072512,78916984832,55350505472,,0.0,,yfinance,0.2.65,1
2026-09-22,SGER,PT Sumber Global Energy Tbk,Energy,Thermal Coal,IDR,EQUITY,720.0,11222574432256,15586909438,49.9307,,4.5863,14.42,156.99,0.09139,0.04374,0.03201,0.06093,0.278,0.146,95.007,1.991,-967651688448,270021001216,2451896795136,10.76,0.0,,yfinance,0.2.65,1
2026-09-22,SGRO,PT Prime Agri Resources Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,4570.0,8311102504960,1818622000,16.4477,28.3481,1.6214,277.85,2818.53,0.05635,0.04234,0.0428,0.25438,0.337,0.057,22.088,1.0,1053074980864,1523093995520,1132140953600,4.21,0.6942,1.74,yfinance,0.2.65,1
2026-09-22,SHIP,PT Sillo Maritime Perdana Tbk,Energy,Oil & Gas Equipment & Services,IDR,EQUITY,2640.0,7180245794816,2719790000,25.6087,,47142.855,103.09,0.06,0.07507,0.04628,0.07848,0.23214,-0.463,0.314,154.332,1.325,-130999232,51642828,363836896,1.29,0.3379,2.11,yfinance,0.2.65,1
2026-09-22,SIDO,PT Industri Jamu dan Farmasi Sido Muncul Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,354.0,10420060422144,29435200000,10.8689,8.8301,3.4789,32.57,101.75,0.30397,0.21644,0.25887,0.274,-0.493,-0.205,0.053,7.523,956948217856,475644002304,1591000064,10.39,1.1353,5.84,yfinance,0.2.65,1
2026-09-22,SILO,PT Siloam International Hospitals Tbk,Healthcare,Medical Care Facilities,IDR,EQUITY,2060.0,26755194683392,12987957905,21.6455,17.3708,2.6024,95.17,791.59,0.13108,0.07973,0.09155,0.13333,0.426,0.136,23.241,0.722,618208362496,1226974035968,2450355126272,,0.0,,yfinance,0.2.65,1
2026-09-22,SIMP,PT Salim Ivomas Pratama Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,600.0,9300786282496,15501310000,4.2866,12.3457,0.4448,139.97,1349.05,0.11795,0.0666,0.1027,0.17576,0.43,0.039,34.035,1.369,2307076390912,9014405496832,9256563638272,4.23,0.1857,2.78,yfinance,0.2.65,1
2026-09-22,SIPD,PT Sreeya Sewu Indonesia Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,855.0,1572432248832,7310000,,,1.3289,-5.19,643.38,-0.00811,0.01384,-0.00168,-0.0613,,0.167,77.837,1.381,-274930630656,130247999488,920993005568,,0.0,,yfinance,0.2.65,1
2026-09-22,SKLT,PT Sekar Laut Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,208.0,1297511350272,6238035700,11.5556,,1.6855,18.0,123.41,0.12927,0.0598,0.03919,0.05673,0.418,0.234,39.127,1.421,1644611584,110449000448,386287009792,3.88,0.4442,2.48,yfinance,0.2.65,1
2026-09-22,SKRN,PT Superkrane Mitra Utama Tbk,Industrials,Rental & Leasing Services,IDR,EQUITY,418.0,2975323914240,7117999826,16.3665,,4.8688,25.54,85.85,0.30595,0.07512,0.20497,0.29722,0.014,0.42,38.175,1.221,264974516224,92315721728,233285861376,14.01,0.7154,6.23,yfinance,0.2.65,1
2026-09-22,SMAR,PT Sinar Mas Agro Resources and Technology Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,6150.0,17663988334592,2872193366,4.3034,,0.7323,1429.1,8397.63,0.18349,0.07383,0.04695,0.08187,1.191,0.04,74.165,1.591,1710622900224,1586140938240,17900240896000,4.35,0.1889,5.74,yfinance,0.2.65,1
2026-09-22,SMBR,PT Semen Baturaja (Persero) Tbk,Basic Materials,Building Materials,IDR,EQUITY,168.0,1668665835520,9932534336,15.2727,,0.4907,11.0,342.37,0.03457,0.02494,0.05215,0.03435,-0.861,-0.08,12.228,1.29,219412365312,58705678336,415819333632,2.04,0.3147,1.18,yfinance,0.2.65,1
2026-09-22,SMDM,PT Suryamas Dutamakmur Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,540.0,2576954425344,4772138237,143.617,,1.1028,3.76,489.67,0.00541,0.00798,0.04556,-0.07683,,-0.167,0.942,4.462,-57987629056,157811507200,30763988992,,0.0,,yfinance,0.2.65,1
2026-09-22,SMDR,PT Samudera Indonesia Tbk,Industrials,Marine Shipping,IDR,EQUITY,400.0,6550239838208,16375600000,7.3341,,11764.705,54.54,0.03,0.10326,0.04156,0.06546,0.12701,0.624,0.2,67.026,2.31,42307324,496025920,528016928,2.97,0.2273,5.03,yfinance,0.2.65,1
2026-09-22,SMGR,PT Semen Indonesia (Persero) Tbk,Basic Materials,Building Materials,IDR,EQUITY,1575.0,10608482189312,6735544089,28.1451,4.8969,0.2436,55.96,6465.29,0.00731,0.01064,0.01017,0.03063,,0.177,16.849,1.054,3477956984832,3691912101888,8067182231552,1.82,0.5059,3.02,yfinance,0.2.65,1
2026-09-22,SMIL,PT Sarana Mitra Luas Tbk,Industrials,Rental & Leasing Services,IDR,EQUITY,434.0,3779996418048,8709668469,50.4065,,4.7458,8.61,91.45,0.09856,0.06488,0.16839,0.409,0.263,0.111,47.265,4.066,-157452206080,86145261568,376463491072,1.31,0.0,,yfinance,0.2.65,1
2026-09-22,SMMA,PT Sinar Mas Multiartha Tbk,Financial Services,Insurance - Diversified,IDR,EQUITY,19975.0,127194097516544,142474368,41.7363,,4.829,478.6,4136.45,0.11064,0.03212,0.09273,0.19648,0.986,-0.108,52.708,1.843,-7693208649728,88923934031872,15009990049792,,0.0,0.02,yfinance,0.2.65,1
2026-09-22,SMMT,PT Golden Eagle Energy Tbk,Energy,Thermal Coal,IDR,EQUITY,3000.0,10274999369728,3425000000,140.779,,272727.28,21.31,0.01,0.07222,0.02608,0.03993,0.08301,0.993,0.553,88.79,0.754,-7461797,2221150,32262392,,0.0,,yfinance,0.2.65,1
2026-09-22,SMRA,PT Summarecon Agung Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,262.0,4325244928000,16508568358,7.2637,4.6127,0.3637,36.07,720.45,0.06781,0.03935,0.07057,0.2924,-0.462,-0.185,91.979,1.088,643357671424,4838797082624,15076181409792,1.87,0.1387,0.68,yfinance,0.2.65,1
2026-09-22,SMSM,PT Selamat Sempurna Tbk,Consumer Cyclical,Auto Parts,IDR,EQUITY,1685.0,9703368163328,5758675440,8.4644,9.2238,2.4206,199.07,696.11,0.28834,0.17853,0.21077,0.27942,0.139,0.089,3.58,4.391,963919151104,1357239025664,162075000832,9.41,0.7035,6.32,yfinance,0.2.65,1
2026-09-22,SOCI,PT Soechi Lines Tbk,Industrials,Marine Shipping,IDR,EQUITY,650.0,4588349947904,7059000000,12.0281,,10833.334,54.04,0.06,0.05029,0.03421,0.13278,0.24898,2.683,0.238,46.345,0.726,-88541104,9003096,197549280,0.31,0.037,,yfinance,0.2.65,1
2026-09-22,SOHO,PT Soho Global Health Tbk,Healthcare,Medical Distribution,IDR,EQUITY,1455.0,18466398535680,12691682390,28.0834,,7.5232,51.81,193.4,0.26471,0.09673,0.06224,0.08338,0.165,0.092,0.183,1.691,844414386176,720576970752,4504000000,4.62,1.357,,yfinance,0.2.65,1
2026-09-22,SONA,PT Sona Topas Tourism Industry Tbk,Consumer Cyclical,Travel Services,IDR,EQUITY,2310.0,1530143965184,662400000,14.6082,,2.1037,158.13,1098.06,0.1383,0.06642,0.10271,0.11227,0.546,0.059,13.782,4.392,127032524800,693798895616,100330430464,2.1,0.3644,,yfinance,0.2.65,1
2026-09-22,SPTO,PT Surya Pertiwi Tbk,Consumer Cyclical,"Furnishings, Fixtures & Appliances",IDR,EQUITY,605.0,1633500004352,2700000000,6.289,7.7964,0.9527,96.2,635.01,0.11844,0.06215,0.09109,0.11333,0.319,0.22,8.191,1.991,224900513792,213260337152,200799092736,11.57,0.7339,9.02,yfinance,0.2.65,1
2026-09-22,SQMI,PT Wilton Makmur Indonesia Tbk.,Basic Materials,Gold,IDR,EQUITY,107.0,1662522228736,15537591429,,,17.022,-0.4,6.29,-0.16667,-0.03764,0.0,-22.209919,,-0.382,207.93,0.021,14169141248,1868340224,187179941888,,0.0,,yfinance,0.2.65,1
2026-09-22,SRAJ,PT Sejahteraraya Anugrahjaya Tbk,Healthcare,Medical Care Facilities,IDR,EQUITY,13000.0,159106476277760,12238959990,,,146.0691,-31.2,89.0,-0.29495,-0.00304,-0.13991,-0.10694,,0.098,543.558,1.398,-824995020800,1530184990720,5930857005056,,0.0,,yfinance,0.2.65,1
2026-09-22,SRTG,PT Saratoga Investama Sedaya Tbk,Financial Services,Asset Management,IDR,EQUITY,1780.0,24118703423488,13549832900,7.4465,12.4258,0.4494,239.04,3960.79,0.0634,0.04569,0.75845,1.0049,,,2.138,1900.823,2261270134784,53214229561344,1148187967488,5.74,0.4216,2.4,yfinance,0.2.65,1
2026-09-22,SSIA,PT Surya Semesta Internusa Tbk,Industrials,Engineering & Construction,IDR,EQUITY,1615.0,7598977843200,4705249440,37.0413,15.8209,1.3139,43.6,1229.14,0.05962,0.03368,0.03629,0.19834,,0.823,29.171,1.556,-877055508480,1140490502144,2474112450560,0.3,0.1147,1.89,yfinance,0.2.65,1
2026-09-22,SSMS,PT Sawit Sumbermas Sarana Tbk.,Consumer Defensive,Packaged Foods,IDR,EQUITY,1040.0,9906000232448,9525000000,6.3349,18.9091,4.0783,164.17,255.01,0.496,0.14459,0.07897,0.18708,0.676,0.764,337.487,1.17,-869748965376,673551876096,9778843615232,7.57,0.5116,1.25,yfinance,0.2.65,1
2026-09-22,STAA,PT Sumber Tani Agung Resources Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,1195.0,13027206234112,10901428700,8.1832,6.972,2.0295,146.03,588.82,0.29994,0.16562,0.1405,0.17635,0.318,0.863,24.32,2.223,774775898112,1379177988096,1664380960768,6.28,0.3767,,yfinance,0.2.65,1
2026-09-22,STAR,PT Calculus Global Ventures Tbk,Financial Services,Asset Management,IDR,EQUITY,450.0,2160000237568,4800000602,82.8729,,3.9784,5.43,113.11,0.04898,-0.0013,3.16468,-0.29607,0.735,0.37,0.144,585.772,34442616832,544594231296,787510592,,0.0,,yfinance,0.2.65,1
2026-09-22,SUNI,PT Sunindo Pratama Tbk,Energy,Oil & Gas Equipment & Services,IDR,EQUITY,665.0,1600255950848,2406400000,9.9283,,1.8145,66.98,366.5,0.19436,0.11189,0.18572,0.29867,0.676,0.359,18.822,3.224,-100183408640,159644598272,168641806336,1.53,0.1552,,yfinance,0.2.65,1
2026-09-22,SUPA,PT Super Bank Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,488.0,16541744627712,33897017650,63.0491,23.4615,2.0038,7.74,243.54,0.03854,0.0125,0.16562,0.3208,3.485,0.344,,,,1110104997888,2091295965184,,0.0,,yfinance,0.2.65,1
2026-09-22,TAPG,PT Triputra Agro Persada Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,2050.0,40697705005056,19852540000,10.2352,9.3275,3.557,200.29,576.33,0.35969,0.17543,0.34453,0.37357,0.463,0.165,9.035,2.358,2418613420032,2203861123072,1078229991424,9.26,0.8824,8.64,yfinance,0.2.65,1
2026-09-22,TBIG,PT Tower Bersama Infrastructure Tbk,Communication Services,Telecom Services,IDR,EQUITY,1435.0,32360131198976,22550614345,22.3625,19.1053,2.5068,64.17,572.45,0.1245,0.05814,0.20813,0.6201,0.089,0.014,220.835,0.161,593774510080,706467987456,29923179757568,3.21,0.7316,2.46,yfinance,0.2.65,1
2026-09-22,TBLA,PT Tunas Baru Lampung Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,620.0,3722573774848,6004151372,4.2183,5.1839,0.385,146.98,1610.39,0.09525,0.05644,0.03679,0.11238,-0.106,0.132,197.4,1.227,-2696666152960,529193992192,19114829545472,9.6,0.4082,6.96,yfinance,0.2.65,1
2026-09-22,TCID,PT. Mandom Indonesia Tbk,Consumer Defensive,Household & Personal Products,IDR,EQUITY,2550.0,1025440022528,402133334,,,0.5668,-32.0,4499.19,-0.00715,-0.0141,-0.00631,-0.03787,,-0.093,0.35,5.441,37347676160,687872016384,6329089536,1.48,0.0,3.59,yfinance,0.2.65,1
2026-09-22,TCPI,PT Transcoal Pacific Tbk,Industrials,Marine Shipping,IDR,EQUITY,1400.0,6999999774720,5000000000,51.7369,,3.2573,27.06,429.8,0.06652,0.04405,0.06854,0.15185,0.111,0.115,59.254,0.953,-161146880000,,1364490977280,0.42,0.2407,,yfinance,0.2.65,1
2026-09-22,TFCO,PT Tifico Fiber Indonesia Tbk,Consumer Cyclical,Textile Manufacturing,IDR,EQUITY,850.0,4099614965760,4823076400,,,13076.924,-5.36,0.07,-0.00511,-0.0031,-0.00836,0.09996,2.466,0.071,0.279,6.201,593010624,48599616,878700,,0.0,,yfinance,0.2.65,1
2026-09-22,TGKA,PT Tigaraksa Satria Tbk,Consumer Defensive,Food Distribution,IDR,EQUITY,4900.0,4500614545408,918492750,10.4719,,1.8455,467.92,2655.13,0.18258,0.05011,0.03037,0.02319,0.1,0.179,7.813,1.878,495774236672,773310971904,184114003968,6.21,0.6833,5.19,yfinance,0.2.65,1
2026-09-22,TIFA,PT KDB Tifa Finance Tbk,Financial Services,Credit Services,IDR,EQUITY,316.0,1122499297280,3552213000,16.0,,0.918,19.75,344.22,0.05804,0.03727,0.4511,0.60509,0.69,0.407,55.993,3.763,,79760982016,687312273408,1.28,0.204,4.31,yfinance,0.2.65,1
2026-09-22,TINS,PT TIMAH Tbk,Basic Materials,Other Industrial Metals & Mining,IDR,EQUITY,4650.0,34632051458048,7447753453,9.3037,24.8863,3.2835,499.8,1416.16,0.41794,0.21317,0.21001,0.31994,5.75,1.335,11.568,2.617,3079976779776,4492765954048,1220120936448,1.8,0.1764,2.37,yfinance,0.2.65,1
2026-09-22,TKIM,PT Pabrik Kertas Tjiwi Kimia Tbk,Basic Materials,Paper & Paper Products,IDR,EQUITY,7375.0,22960024846336,3113223570,2.9371,,7153.249,2511.0,1.03,0.14711,0.01003,0.43007,0.07097,,0.136,23.331,1.353,-201346880,245151008,748507008,0.4,0.0118,0.36,yfinance,0.2.65,1
2026-09-22,TLDN,PT Teladan Prima Agro Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,605.0,7832650907648,12946530200,7.1921,,2.1217,84.12,285.14,0.31118,0.13178,0.19495,0.35245,0.057,0.061,21.329,1.243,1471762006016,258018164736,787401015296,13.96,0.6437,,yfinance,0.2.65,1
2026-09-22,TLKM,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services,IDR,EQUITY,2480.0,244480728891392,98580940799,13.9185,9.4979,1.8231,178.18,1360.33,0.17683,0.07579,0.12007,0.28538,0.28,0.064,59.982,0.791,57332373389312,56483001663488,80884996767744,8.93,1.2516,5.36,yfinance,0.2.65,1
2026-09-22,TMAS,PT Temas Tbk.,Industrials,Marine Shipping,IDR,EQUITY,142.0,8075377377280,56868856000,11.8333,,2.4928,12.0,56.96,0.22143,0.09862,0.13207,0.21673,0.894,0.491,57.949,1.168,-440343134208,381401006080,1941504000000,2.72,0.3333,5.51,yfinance,0.2.65,1
2026-09-22,TOBA,PT TBS Energi Utama Tbk,Energy,Thermal Coal,IDR,EQUITY,498.0,4108181569536,8249360331,,,22636.363,-140.1,0.02,-0.34333,-0.02852,-0.18083,-0.00758,,-0.139,214.117,1.246,32926324,85095192,404511328,3.68,0.0,,yfinance,0.2.65,1
2026-09-22,TOTL,PT Total Bangun Persada Tbk,Industrials,Engineering & Construction,IDR,EQUITY,1600.0,5455999926272,3410000000,10.7066,21.972,4.4471,149.44,359.78,0.43746,0.06078,0.11894,0.11184,0.678,0.474,0.397,1.123,231275102208,1301222653952,4864296960,6.88,0.7361,10.85,yfinance,0.2.65,1
2026-09-22,TOTO,PT Surya Toto Indonesia Tbk,Industrials,Building Products & Equipment,IDR,EQUITY,240.0,2476799950848,10320000000,9.1813,18.8976,0.982,26.14,244.41,0.10738,0.0549,0.12387,0.0865,-0.488,-0.131,8.306,4.905,5377357312,213485846528,209510760448,10.74,0.8802,7.46,yfinance,0.2.65,1
2026-09-22,TOWR,PT Sarana Menara Nusantara Tbk.,Real Estate,Real Estate Services,IDR,EQUITY,404.0,23517479305216,58211582377,5.9394,5.663,0.8179,68.02,493.95,0.1614,0.06179,0.27462,0.54037,-0.073,0.146,156.508,0.204,492055265280,949840969728,45524849786880,3.33,0.2024,2.86,yfinance,0.2.65,1
2026-09-22,TPIA,PT Chandra Asri Pacific Tbk,Basic Materials,Specialty Chemicals,IDR,EQUITY,1830.0,158230034513920,86464496192,128.0616,112.8237,39782.61,14.29,0.05,0.03923,0.00885,0.0119,0.07126,-0.893,0.285,119.069,2.298,-648706624,3432528896,5910937088,0.32,0.7138,0.26,yfinance,0.2.65,1
2026-09-22,TPMA,PT Trans Power Marine Tbk,Industrials,Marine Shipping,IDR,EQUITY,464.0,1622366879744,3496480134,7.8938,,12888.89,58.78,0.04,0.08784,0.04599,0.09423,0.14521,-0.357,0.315,84.203,0.958,-28397184,10678793,120788816,8.97,0.7108,9.09,yfinance,0.2.65,1
2026-09-22,TRGU,PT Cerestar Indonesia Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,168.0,1334829383680,7945412700,124.4444,,1.36,1.35,123.53,0.04372,0.03262,0.01066,0.06158,0.735,0.116,193.171,0.991,-186333315072,591341248,1895965523968,,0.0,,yfinance,0.2.65,1
2026-09-22,TRIM,PT Trimegah Sekuritas Indonesia Tbk,Financial Services,Capital Markets,IDR,EQUITY,830.0,5900719357952,7109300000,8.1919,,2.5223,101.32,329.07,0.36033,0.1095,0.40286,0.5127,2.372,0.668,144.178,2.361,,5572947607552,3413497610240,0.12,0.0099,3.05,yfinance,0.2.65,1
2026-09-22,TRIN,PT Perintis Triniti Properti Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,352.0,1587033669632,4508618000,82.243,12.4823,2.6176,4.28,134.48,0.01572,-0.01074,0.44395,-0.03453,,-0.273,195.163,1.014,-89708494848,15061239808,1048303501312,,0.0,,yfinance,0.2.65,1
2026-09-22,TRST,PT Trias Sentosa Tbk,Consumer Cyclical,Packaging & Containers,IDR,EQUITY,464.0,1302912040960,2808000000,11.5194,,0.4635,40.28,1001.14,0.04134,0.03382,0.0266,0.09548,,0.4,71.319,1.141,-119043252224,24490999808,2134427959296,1.02,0.0,1.9,yfinance,0.2.65,1
2026-09-22,TSPC,PT Tempo Scan Pacific Tbk,Industrials,Conglomerates,IDR,EQUITY,2730.0,12311929552896,4509864300,8.3845,,1.2644,325.6,2159.21,0.15387,0.08237,0.10191,0.1352,0.446,0.112,11.887,2.909,1352501821440,5494130343936,1214533599232,5.45,0.4573,5.93,yfinance,0.2.65,1
2026-09-22,TUGU,PT Asuransi Tugu Pratama Indonesia Tbk,Financial Services,Insurance - Diversified,IDR,EQUITY,1590.0,5653364998144,3555575600,6.1395,,0.6157,258.98,2582.32,0.09097,0.01952,0.15992,-0.13231,,,8.369,35.071,-24621740982272,8229166252032,837399216128,6.12,0.3861,6.12,yfinance,0.2.65,1
2026-09-22,UANG,PT Pakuan Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,3970.0,4803700195328,1210000000,67.9678,,14.789,58.41,268.44,0.1049,0.01795,0.22174,-1.1761,,-0.693,161.597,1.433,-307166609408,50986999808,838992003072,,0.0,,yfinance,0.2.65,1
2026-09-22,UCID,PT Uni-Charm Indonesia Tbk,Consumer Defensive,Household & Personal Products,IDR,EQUITY,496.0,2061659930624,4156572300,1.5168,,0.4336,327.0,1143.79,-0.19538,-0.03172,-0.12627,0.0221,,0.168,20.366,2.29,434350260224,2142235000832,968475017216,1.33,0.0204,2.23,yfinance,0.2.65,1
2026-09-22,ULTJ,PT Ultrajaya Milk Industry & Trading Company Tbk,Consumer Defensive,Beverages - Non-Alcoholic,IDR,EQUITY,2060.0,21420241321984,10398175200,11.9061,14.3255,2.7023,173.02,762.3,0.23414,0.15811,0.17667,0.24404,1.314,0.508,0.506,5.556,1335022059520,2435023896576,40611000320,6.16,0.7514,3.31,yfinance,0.2.65,1
2026-09-22,UNIC,PT Unggul Indah Cahaya Tbk,Basic Materials,Chemicals,IDR,EQUITY,14950.0,5730803908608,383331363,5.7408,,18411.33,2604.15,0.81,0.17955,0.12204,0.13473,0.24783,2.228,0.073,1.757,6.467,48375764,159186896,5648636,14.09,0.6414,4.22,yfinance,0.2.65,1
2026-09-22,UNTR,PT United Tractors Tbk,Basic Materials,Other Industrial Metals & Mining,IDR,EQUITY,24700.0,86279408582656,3493093536,11.6822,4.9702,0.919,2114.32,26877.39,0.07437,0.0516,0.06308,0.06849,-0.934,-0.132,27.593,1.237,6798736097280,18653672112128,28076396249088,8.87,0.7867,11.39,yfinance,0.2.65,1
2026-09-22,UNVR,PT Unilever Indonesia Tbk,Consumer Defensive,Household & Personal Products,IDR,EQUITY,1620.0,61529596624896,37981233300,16.5289,15.2485,20.3548,98.01,79.59,1.33368,0.1658,0.25578,0.12069,-0.093,0.116,18.102,0.571,1525940617216,1736726937600,547202990080,14.07,2.051,5.28,yfinance,0.2.65,1
2026-09-22,VICI,PT Victoria Care Indonesia Tbk,Consumer Defensive,Household & Personal Products,IDR,EQUITY,1060.0,7110479839232,6708000000,70.5726,,6.511,15.02,162.8,0.09359,0.06576,0.06834,0.06548,-0.559,0.085,6.802,4.559,63380148224,23439095808,75009744896,0.75,0.5312,1.54,yfinance,0.2.65,1
2026-09-22,VICO,PT Victoria Investama Tbk,Financial Services,Asset Management,IDR,EQUITY,171.0,2602119987200,15217075658,17.5385,,0.7028,9.75,243.3,0.03173,0.00507,0.16746,0.34061,-0.823,-0.595,,,,3051737055232,8029713989632,,0.0,,yfinance,0.2.65,1
2026-09-22,VISI,PT Satu Visi Putra Tbk,Industrials,Industrial Distribution,IDR,EQUITY,1270.0,3905250131968,3075000000,,,21.8498,-1.72,58.12,-0.03055,0.03338,-0.01446,0.06415,,-0.181,0.354,8.309,13722956800,1985708032,629862144,0.1,0.0,,yfinance,0.2.65,1
2026-09-22,VKTR,PT VKTR Teknologi Mobilitas Tbk,Consumer Cyclical,Recreational Vehicles,IDR,EQUITY,770.0,33687498391552,43750000000,,296.1539,32.3244,-0.31,23.82,0.00202,0.00821,-0.01133,-0.01613,,0.539,15.706,2.048,-54267248640,138675994624,197881004032,,0.0,,yfinance,0.2.65,1
2026-09-22,VOKS,PT Voksel Electric Tbk,Industrials,Electrical Equipment & Parts,IDR,EQUITY,282.0,1171880017920,4155602595,,,2.0881,-53.02,135.05,-0.10223,0.00342,-0.02967,0.00342,,0.021,200.132,1.032,-623666855936,416026492928,1123199614976,,,,yfinance,0.2.65,1
2026-09-22,WIFI,PT Solusi Sinergi Digital Tbk,Communication Services,Telecom Services,IDR,EQUITY,1810.0,9608474132480,5308549015,17.8009,7.3256,1.2873,101.68,1406.02,0.16085,0.06222,0.18838,0.5182,-0.296,1.793,115.824,2.116,-5999008153600,8285838639104,10442187472896,0.11,0.0,,yfinance,0.2.65,1
2026-09-22,WIIM,PT Wismilak Inti Makmur Tbk,Consumer Defensive,Tobacco,IDR,EQUITY,1490.0,3109486592000,2086903760,5.4058,4.494,1.3558,275.63,1098.99,0.27225,0.14259,0.14848,0.20978,1.055,0.187,8.348,2.484,102503063552,213406760960,191637094400,7.1,0.3787,6.12,yfinance,0.2.65,1
2026-09-22,WINS,PT Wintermar Offshore Marine Tbk,Industrials,Marine Shipping,IDR,EQUITY,580.0,2592473874432,4469782393,6.8187,6.161,15263.158,85.06,0.04,0.16349,0.07089,0.22974,0.38095,-0.317,0.251,30.026,3.768,-41004844,39467304,70164840,1.52,0.0852,,yfinance,0.2.65,1
2026-09-22,WOOD,PT Integra Indocabinet Tbk,Consumer Cyclical,"Furnishings, Fixtures & Appliances",IDR,EQUITY,194.0,1215207702528,6263956900,21.8468,1.5954,0.27,8.88,718.51,0.01064,0.02559,0.02116,0.13508,-0.03,0.077,61.871,1.734,-161419853824,145660739584,2857807642624,,0.0,,yfinance,0.2.65,1
2026-09-22,YULE,PT Yulie Sekuritas Indonesia Tbk,Financial Services,Capital Markets,IDR,EQUITY,3570.0,5666613755904,1587286800,80.6233,,9.0622,44.28,393.94,0.11725,0.11106,0.6985,1.10916,,,0.324,2.214,,36024844288,2026376448,0.28,0.2261,,yfinance,0.2.65,1
2026-09-22,YUPI,PT Yupi Indo Jelly Gum Tbk,Consumer Defensive,Confectioners,IDR,EQUITY,1255.0,10723332718592,8544488700,17.1941,,6.1626,72.99,203.65,0.25381,0.15129,0.20929,0.26192,-0.011,-0.042,44.369,3.192,441155616768,880531013632,772130865152,5.35,0.708,,yfinance,0.2.65,1
